sysid;customerId;last;first;gender
1751;C1751;Taft;James;M
1752;C1752;Johnson;Theodore;F
1753;C1753;Coolidge;Millard;F
1754;C1754;Roosevelt;Richard;M
1755;C1755;Quincy;George;M
1756;C1756;Madison;Herbert;F
1757;C1757;Hayes;Grover;M
1758;C1758;Truman;Rutherford;M
1759;C1759;Roosevelt;Martin;F
1760;C1760;Johnson;Chester;M
1761;C1761;Cleveland;Benjamin;F
1762;C1762;Taft;James;F
1763;C1763;Adams;Gerald;M
1764;C1764;Garfield;Woodrow;F
1765;C1765;Coolidge;Bill;M
1766;C1766;Adams;Calvin;M
1767;C1767;Wilson;Herbert;M
1768;C1768;Eisenhower;Harry;M
1769;C1769;Kennedy;Franklin;M
1770;C1770;Quincy;Gerald;M
1771;C1771;Grant;Theodore;M
1772;C1772;Adams;Martin;F
1773;C1773;Lincoln;Woodrow;F
1774;C1774;Harrison;Benjamin;M
1775;C1775;Hayes;Richard;M
1776;C1776;Arthur;Lyndon;F
1777;C1777;Quincy;Calvin;M
1778;C1778;Roosevelt;Ronald;M
1779;C1779;Grant;Jimmy;M
1780;C1780;Pierce;Ulysses;M
1781;C1781;Washington;Millard;F
1782;C1782;Cleveland;Herbert;F
1783;C1783;Monroe;James;M
1784;C1784;Harding;Woodrow;M
1785;C1785;Taft;Ulysses;F
1786;C1786;Coolidge;Ronald;M
1787;C1787;Kennedy;Theodore;F
1788;C1788;Adams;Bill;F
1789;C1789;Madison;Bill;F
1790;C1790;Arthur;Herbert;M
1791;C1791;Polk;Woodrow;F
1792;C1792;Tyler;Herbert;M
1793;C1793;Jefferson;Theodore;M
1794;C1794;Arthur;John;F
1795;C1795;Quincy;Gerald;F
1796;C1796;Nixon;Gerald;F
1797;C1797;Johnson;Warren;F
1798;C1798;Monroe;Millard;F
1799;C1799;Kennedy;Millard;F
1800;C1800;Pierce;George;F
1801;C1801;Cleveland;Millard;M
1802;C1802;Polk;Harry;F
1803;C1803;Monroe;William;F
1804;C1804;Washington;John;F
1805;C1805;Hoover;John;M
1806;C1806;Garfield;Ronald;F
1807;C1807;Reagan;Richard;F
1808;C1808;Eisenhower;Jimmy;M
1809;C1809;Tyler;Rutherford;M
1810;C1810;Nixon;Benjamin;M
1811;C1811;Grant;Bill;F
1812;C1812;Fillmore;Gerald;F
1813;C1813;Kennedy;Dwight;F
1814;C1814;Arthur;Calvin;M
1815;C1815;Washington;William;M
1816;C1816;Tyler;Lyndon;F
1817;C1817;Jackson;Zachary;F
1818;C1818;Kennedy;William;F
1819;C1819;Harding;Lyndon;F
1820;C1820;Jefferson;William;M
1821;C1821;Kennedy;Zachary;M
1822;C1822;Van Buren;Andrew;M
1823;C1823;Truman;Jimmy;F
1824;C1824;Madison;Warren;M
1825;C1825;Eisenhower;Thomas;M
1826;C1826;Eisenhower;James;F
1827;C1827;Jackson;Rutherford;F
1828;C1828;Johnson;William;F
1829;C1829;Polk;Ulysses;M
1830;C1830;Washington;Richard;F
1831;C1831;Tyler;John;M
1832;C1832;Polk;Lyndon;M
1833;C1833;Ford;Calvin;M
1834;C1834;Taft;Millard;F
1835;C1835;Washington;Ulysses;F
1836;C1836;Adams;Theodore;M
1837;C1837;Buchanan;Theodore;M
1838;C1838;Jackson;Franklin;M
1839;C1839;Grant;Herbert;M
1840;C1840;Hoover;George;F
1841;C1841;Polk;Woodrow;F
1842;C1842;Taft;Gerald;F
1843;C1843;Roosevelt;William;M
1844;C1844;Jefferson;George;F
1845;C1845;Kennedy;Martin;F
1846;C1846;Washington;Thomas;M
1847;C1847;Hayes;John;F
1848;C1848;Fillmore;Andrew;F
1849;C1849;Johnson;Herbert;M
1850;C1850;Arthur;George;F
1851;C1851;Harding;Millard;F
1852;C1852;Adams;William;M
1853;C1853;Adams;James;F
1854;C1854;Fillmore;Harry;M
1855;C1855;Jackson;Ulysses;M
1856;C1856;Washington;Richard;M
1857;C1857;Nixon;Chester;F
1858;C1858;Jefferson;Thomas;F
1859;C1859;Adams;Grover;M
1860;C1860;Hayes;Harry;F
1861;C1861;Fillmore;Bill;F
1862;C1862;Hayes;Andrew;F
1863;C1863;Reagan;Chester;F
1864;C1864;Truman;Andrew;F
1865;C1865;Adams;Gerald;M
1866;C1866;Roosevelt;Andrew;F
1867;C1867;Wilson;Herbert;M
1868;C1868;Johnson;Woodrow;F
1869;C1869;Taylor;Ulysses;F
1870;C1870;McKinley;Jimmy;M
1871;C1871;Harrison;Lyndon;M
1872;C1872;Arthur;James;F
1873;C1873;Kennedy;Chester;M
1874;C1874;Harrison;Dwight;F
1875;C1875;Kennedy;George;F
1876;C1876;Johnson;Rutherford;M
1877;C1877;Clinton;Gerald;F
1878;C1878;Quincy;Franklin;F
1879;C1879;Harding;John;F
1880;C1880;Nixon;Herbert;M
1881;C1881;Adams;Abraham;F
1882;C1882;Harrison;Jimmy;F
1883;C1883;Jefferson;Jimmy;F
1884;C1884;Jackson;George;M
1885;C1885;Johnson;Franklin;F
1886;C1886;Hayes;Thomas;F
1887;C1887;Washington;Rutherford;M
1888;C1888;Coolidge;Jimmy;F
1889;C1889;Van Buren;Woodrow;F
1890;C1890;Garfield;Chester;F
1891;C1891;Harrison;Andrew;M
1892;C1892;Taft;Andrew;M
1893;C1893;Eisenhower;Lyndon;F
1894;C1894;Washington;Jimmy;M
1895;C1895;Jefferson;Herbert;M
1896;C1896;Van Buren;Bill;F
1897;C1897;Tyler;Ronald;F
1898;C1898;Johnson;Harry;F
1899;C1899;Harrison;Millard;F
1900;C1900;Roosevelt;Gerald;M
1901;C1901;Quincy;Benjamin;F
1902;C1902;Truman;Warren;F
1903;C1903;Carter;Jimmy;F
1904;C1904;Wilson;Harry;F
1905;C1905;Quincy;Ulysses;F
1906;C1906;Taylor;Martin;M
1907;C1907;Roosevelt;Jimmy;F
1908;C1908;Taft;Benjamin;F
1909;C1909;Adams;Jimmy;M
1910;C1910;Harrison;Jimmy;M
1911;C1911;Madison;Dwight;F
1912;C1912;Wilson;Benjamin;F
1913;C1913;Kennedy;Andrew;F
1914;C1914;Carter;Calvin;M
1915;C1915;Harrison;Ulysses;M
1916;C1916;Hayes;Lyndon;M
1917;C1917;Wilson;Lyndon;F
1918;C1918;Eisenhower;Thomas;M
1919;C1919;Adams;Abraham;M
1920;C1920;Ford;James;M
1921;C1921;Roosevelt;Warren;F
1922;C1922;Clinton;Franklin;F
1923;C1923;Arthur;George;M
1924;C1924;Roosevelt;Andrew;M
1925;C1925;Jefferson;Martin;M
1926;C1926;Fillmore;George;M
1927;C1927;Adams;Theodore;F
1928;C1928;Grant;Abraham;M
1929;C1929;Harding;Martin;M
1930;C1930;Roosevelt;John;F
1931;C1931;Taylor;Zachary;F
1932;C1932;Coolidge;Franklin;M
1933;C1933;Roosevelt;Martin;F
1934;C1934;Clinton;Richard;M
1935;C1935;Ford;Zachary;F
1936;C1936;Jefferson;Franklin;M
1937;C1937;Adams;Andrew;F
1938;C1938;Hoover;Ulysses;M
1939;C1939;Adams;Millard;M
1940;C1940;Roosevelt;Franklin;F
1941;C1941;Buchanan;Dwight;F
1942;C1942;Clinton;Bill;M
1943;C1943;Hayes;Herbert;F
1944;C1944;Clinton;Ulysses;F
1945;C1945;Nixon;Jimmy;F
1946;C1946;Garfield;Jimmy;F
1947;C1947;Reagan;Andrew;M
1948;C1948;Cleveland;Dwight;F
1949;C1949;Polk;Andrew;M
1950;C1950;Harrison;Chester;M
1951;C1951;Harrison;Millard;M
1952;C1952;Harrison;Grover;M
1953;C1953;Reagan;Woodrow;M
1954;C1954;Buchanan;Ronald;M
1955;C1955;Reagan;Theodore;F
1956;C1956;Truman;Harry;F
1957;C1957;Roosevelt;Ulysses;M
1958;C1958;Adams;Theodore;F
1959;C1959;Johnson;Lyndon;F
1960;C1960;Madison;Thomas;F
1961;C1961;McKinley;James;F
1962;C1962;Lincoln;Bill;F
1963;C1963;Van Buren;Millard;M
1964;C1964;Kennedy;Martin;M
1965;C1965;Harding;Richard;M
1966;C1966;Coolidge;Chester;M
1967;C1967;Harrison;Theodore;M
1968;C1968;Cleveland;Herbert;F
1969;C1969;Roosevelt;Chester;M
1970;C1970;Ford;Chester;M
1971;C1971;Arthur;Herbert;M
1972;C1972;Buchanan;Lyndon;F
1973;C1973;Arthur;Harry;F
1974;C1974;Wilson;Millard;M
1975;C1975;Fillmore;Lyndon;F
1976;C1976;Nixon;Franklin;M
1977;C1977;Truman;Benjamin;F
1978;C1978;Buchanan;James;F
1979;C1979;Pierce;Lyndon;M
1980;C1980;Coolidge;Thomas;M
1981;C1981;Jackson;Grover;F
1982;C1982;Monroe;Martin;M
1983;C1983;Grant;William;F
1984;C1984;Hoover;Lyndon;F
1985;C1985;Van Buren;James;F
1986;C1986;Hoover;Thomas;M
1987;C1987;Roosevelt;Gerald;F
1988;C1988;Carter;Herbert;F
1989;C1989;Nixon;Ronald;F
1990;C1990;Coolidge;James;M
1991;C1991;McKinley;Benjamin;F
1992;C1992;Coolidge;James;M
1993;C1993;Hayes;Millard;F
1994;C1994;Ford;Chester;F
1995;C1995;Harding;Gerald;M
1996;C1996;Reagan;Thomas;M
1997;C1997;Nixon;Gerald;M
1998;C1998;Kennedy;Martin;F
1999;C1999;Ford;John;F
2000;C2000;Madison;Woodrow;M
2001;C2001;Polk;Millard;M
2002;C2002;Kennedy;Chester;M
2003;C2003;Johnson;Dwight;M
2004;C2004;Quincy;Ronald;F
2005;C2005;Reagan;Rutherford;M
2006;C2006;Jackson;Ronald;M
2007;C2007;Eisenhower;Ronald;F
2008;C2008;Hoover;Richard;F
2009;C2009;Fillmore;Martin;M
2010;C2010;Roosevelt;Thomas;F
2011;C2011;McKinley;Jimmy;F
2012;C2012;Grant;Abraham;F
2013;C2013;Carter;Rutherford;F
2014;C2014;Truman;Gerald;F
2015;C2015;Harrison;Rutherford;M
2016;C2016;Fillmore;John;M
2017;C2017;Reagan;Rutherford;M
2018;C2018;Pierce;Ulysses;F
2019;C2019;Fillmore;Andrew;F
2020;C2020;Hoover;Warren;F
2021;C2021;Quincy;Richard;M
2022;C2022;Kennedy;Ulysses;M
2023;C2023;Adams;James;M
2024;C2024;Hoover;Martin;F
2025;C2025;Taft;Ronald;F
2026;C2026;Carter;William;M
2027;C2027;Jackson;Harry;M
2028;C2028;Pierce;Franklin;F
2029;C2029;Monroe;Gerald;F
2030;C2030;Fillmore;Lyndon;F
2031;C2031;Roosevelt;Zachary;F
2032;C2032;Polk;William;F
2033;C2033;Johnson;Benjamin;M
2034;C2034;Tyler;Martin;F
2035;C2035;Tyler;Richard;F
2036;C2036;Van Buren;William;M
2037;C2037;Pierce;Franklin;F
2038;C2038;Nixon;Harry;M
2039;C2039;Harrison;Chester;M
2040;C2040;Van Buren;Ulysses;M
2041;C2041;Harrison;Gerald;F
2042;C2042;Jackson;Herbert;F
2043;C2043;McKinley;Warren;F
2044;C2044;Kennedy;James;F
2045;C2045;Lincoln;George;M
2046;C2046;Nixon;George;M
2047;C2047;Quincy;Ulysses;F
2048;C2048;Nixon;Richard;M
2049;C2049;Washington;Thomas;M
